"Name","Full Ticker","Ticker","P/E Ratio"
"Jiyi Holdings Limited","SEHK:1495",1495,-31.0789
"AP Rentals Holdings Limited","SEHK:1496",1496,-7.9811
"PuraPharm Corporation Limited","SEHK:1498",1498,-1.7042
"OKG Technology Holdings Limited","SEHK:1499",1499,-70.2132
"Hypebeast Limited","SEHK:150",150,45.6603
"In Construction Holdings Limited","SEHK:1500",1500,6.9844
"Financial Street Property Co., Limited","SEHK:1502",1502,14.2354
"China Merchants Commercial Real Estate Investment Trust","SEHK:1503",1503,-13.5072
"Harmonicare Medical Holdings Limited","SEHK:1509",1509,-3.186
"Sunac Services Holdings Limited","SEHK:1516",1516,142.1359
"New Century Healthcare Holding Co. Limited","SEHK:1518",1518,-1.9944
"CEFC Hong Kong Financial Investment Company Limited","SEHK:1520",1520,-4.4363
"Frontage Holdings Corporation","SEHK:1521",1521,98.6682
"Shanghai Gench Education Group Limited","SEHK:1525",1525,14.4101
"Rici Healthcare Holdings Limited","SEHK:1526",1526,-5.8916
"Zhejiang Tengy Environmental Technology Co., Ltd","SEHK:1527",1527,18.6078
"Goal Rise Logistics (China) Holdings Limited","SEHK:1529",1529,25.932
"China Saite Group Company Limited","SEHK:153",153,
"3SBio Inc.","SEHK:1530",1530,12.0958
"China Partytime Culture Holdings Limited","SEHK:1532",1532,-1.0728
"Yuk Wing Group Holdings Limited","SEHK:1536",1536,19.3801
"Synergy Group Holdings International Limited","SEHK:1539",1539,-0.3572
"Beijing Enterprises Environment Group Limited","SEHK:154",154,5.1335
"Thelloy Development Group Limited","SEHK:1546",1546,73.433
"Genscript Biotech Corporation","SEHK:1548",1548,-18.543
"Ever Harvest Group Holdings Limited","SEHK:1549",1549,12.0967
"BHCC Holding Limited","SEHK:1552",1552,-12.2038
"Maike Tube Industry Holdings Limited","SEHK:1553",1553,5.8353
"MIE Holdings Corporation","SEHK:1555",1555,-0.0983
"K. H. Group Holdings Limited","SEHK:1557",1557,15.8655
"Kwan On Holdings Limited","SEHK:1559",1559,22.8751
"Pan Asia Data Holdings Inc.","SEHK:1561",1561,-43.5571
"International Alliance Financial Leasing Co., Ltd.","SEHK:1563",1563,-10.248
"CA Cultural Technology Group Limited","SEHK:1566",1566,29.1318
"Sundart Holdings Limited","SEHK:1568",1568,12.3934
"Natural Beauty Bio-Technology Limited","SEHK:157",157,-1489.166
"Weiye Holdings Limited","SEHK:1570",1570,-4.4206
"China Art Financial Holdings Limited","SEHK:1572",1572,3.5445
"Southern Energy Holdings Group Limited","SEHK:1573",1573,
"Morris Holdings Limited","SEHK:1575",1575,-0.635
"Da Sen Holdings Group Limited","SEHK:1580",1580,-0.7678
"Progressive Path Group Holdings Limited","SEHK:1581",1581,-9.9208
"Qinqin Foodstuffs Group (Cayman) Company Limited","SEHK:1583",1583,14.7928
"Yadea Group Holdings Ltd.","SEHK:1585",1585,55.8097
"Shineroad International Holdings Limited","SEHK:1587",1587,7.5707
"China Logistics Property Holdings Co., Ltd","SEHK:1589",1589,107.2285
"Brockman Mining Limited","SEHK:159",159,-139.6302
"Shun Wo Group Holdings Limited","SEHK:1591",1591,-3.5278
"Anchorstone Holdings Limited","SEHK:1592",1592,-54.4246
"China Nature Energy Technology Holdings Limited","SEHK:1597",1597,
"Hon Kwok Land Investment Company, Limited","SEHK:160",160,-11.7945
"Chong Kin Group Holdings Limited","SEHK:1609",1609,-29.6479
"Huobi Technology Holdings Limited","SEHK:1611",1611,-205.5455
"Synertone Communication Corporation","SEHK:1613",1613,-10.9532
"AB Builders Group Limited","SEHK:1615",1615,-18.3598
"Starrise Media Holdings Limited","SEHK:1616",1616,-12.4214
"Century Ginwa Retail Holdings Limited","SEHK:162",162,-0.2282
"Vico International Holdings Limited","SEHK:1621",1621,6.2987
"Hilong Holding Limited","SEHK:1623",1623,-37.5062
"Jia Yao Holdings Limited","SEHK:1626",1626,29.3965
"Able Engineering Holdings Limited","SEHK:1627",1627,-18.0859
"Champion Alliance International Holdings Limited","SEHK:1629",1629,305.0388
"Kin Shing Holdings Limited","SEHK:1630",1630,-8.6889
"REF Holdings Limited","SEHK:1631",1631,5.7813
"Minshang Creative Technology Holdings Limited","SEHK:1632",1632,-70.3671
"Sheung Yue Group Holdings Limited","SEHK:1633",1633,-8.3046
"China Metal Resources Utilization Limited","SEHK:1636",1636,-1.8627
"China Baoli Technologies Holdings Limited","SEHK:164",164,-6.1649
"Ruicheng (China) Media Group Limited","SEHK:1640",1640,2.6021
"Modern Chinese Medicine Group Co., Ltd.","SEHK:1643",1643,7.3953
"Haina Intelligent Equipment International Holdings Limited","SEHK:1645",1645,8.8321
"Grandshores Technology Group Limited","SEHK:1647",1647,298.1329
"Inner Mongolia Energy Engineering Co., Ltd.","SEHK:1649",1649,
"Hygieia Group Limited","SEHK:1650",1650,3.1136
"MOS House Group Limited","SEHK:1653",1653,-21.5686
"Okura Holdings Limited","SEHK:1655",1655,-0.6355
"SG Group Holdings Limited","SEHK:1657",1657,30.8953
"New Times Energy Corporation Limited","SEHK:166",166,-0.2705
"Zhaobangji Properties Holdings Limited","SEHK:1660",1660,86.4272
"Wisdom Sports Group","SEHK:1661",1661,-2.1224
"Yee Hop Holdings Limited","SEHK:1662",1662,104.2886
"Milestone Builder Holdings Limited","SEHK:1667",1667,-5.5079
"IDT International Limited","SEHK:167",167,-1.4428
"Ascletis Pharma Inc.","SEHK:1672",1672,-27.6586
"Huazhang Technology Holding Limited","SEHK:1673",1673,-7.3995
"China Shenghai Group Limited","SEHK:1676",1676,-4.3626
"China Creative Global Holdings Limited","SEHK:1678",1678,
"Risecomm Group Holdings Limited","SEHK:1679",1679,-0.7516
"Macau Legend Development Limited","SEHK:1680",1680,-11.6589
"Hang Pin Living Technology Company Limited","SEHK:1682",1682,-6.7791
"Hope Life International Holdings Limited","SEHK:1683",1683,98.7342
"Boer Power Holdings Limited","SEHK:1685",1685,13.811
"Wanda Hotel Development Company Limited","SEHK:169",169,-6.2021
"Lap Kei Engineering (Holdings) Limited","SEHK:1690",1690,-5.8246
"JS Global Lifestyle Company Limited","SEHK:1691",1691,71.6103
"BGMC International Limited","SEHK:1693",1693,-0.1587
"S&P International Holding Limited","SEHK:1695",1695,-5.1057
"China Putian Food Holding Limited","SEHK:1699",1699,6.792
"Tu Yi Holding Company Limited","SEHK:1701",1701,436.2445
"Palace Banquet Holdings Limited","SEHK:1703",1703,-4.3398
"Shuang Yun Holdings Limited","SEHK:1706",1706,5.4413
"Geotech Holdings Ltd.","SEHK:1707",1707,-36.366
"Nanjing Sample Technology Company Limited","SEHK:1708",1708,132.4236
"DL Holdings Group Limited","SEHK:1709",1709,65.6821
"Silver Grant International Holdings Group Limited","SEHK:171",171,-4.9214
"Ulferts International Limited","SEHK:1711",1711,-63.3461
"Dragon Mining Limited","SEHK:1712",1712,4.7483
"Miji International Holdings Limited","SEHK:1715",1715,-73.407
"Wan Kei Group Holdings Limited","SEHK:1718",1718,-3.378
"China Infrastructure & Logistics Group Ltd.","SEHK:1719",1719,93.8127
"Goldbond Group Holdings Limited","SEHK:172",172,-4.12
"Putian Communication Group Limited","SEHK:1720",1720,9.2874
"FSM Holdings Limited","SEHK:1721",1721,305.8906
"Kin Pang Holdings Limited","SEHK:1722",1722,6.923
"HK Asia Holdings Limited","SEHK:1723",1723,52.459
"Eternity Technology Holdings Limited","SEHK:1725",1725,86.486
"HKE Holdings Limited","SEHK:1726",1726,476.6113
"China ZhengTong Auto Services Holdings Limited","SEHK:1728",1728,-1.5695
"Prosperous Industrial (Holdings) Limited","SEHK:1731",1731,163.7232
"Xiangxing International Holding Limited","SEHK:1732",1732,7.6028
"E-Commodities Holdings Limited","SEHK:1733",1733,3.8559
"Central Holding Group Co. Ltd.","SEHK:1735",1735,-185.4519
"China Parenting Network Holdings Limited","SEHK:1736",1736,-7.0115
"A & S Group (Holdings) Limited","SEHK:1737",1737,7.8059
"Feishang Anthracite Resources Limited","SEHK:1738",1738,-6.3663
"Gemini Investments (Holdings) Limited","SEHK:174",174,-16.7612
"Values Cultural Investment Limited","SEHK:1740",1740,42.2293
"Ri Ying Holdings Limited","SEHK:1741",1741,123.5071
"HPC Holdings Limited","SEHK:1742",1742,-5.213
"Lvji Technology Holdings Inc.","SEHK:1745",1745,44.6147
"Man Shun Group (Holdings) Limited","SEHK:1746",1746,455.5434
"Xin Yuan Enterprises Group Limited","SEHK:1748",1748,12.1308
"Shanshan Brand Management Co., Ltd.","SEHK:1749",1749,-0.5926
"REM Group (Holdings) Limited","SEHK:1750",1750,-7.7853
"Kingland Group Holdings Limited","SEHK:1751",1751,-2.2655
"Duiba Group Limited","SEHK:1753",1753,20.7473
"Huali University Group Limited","SEHK:1756",1756,8.9903
"Affluent Foundation Holdings Limited","SEHK:1757",1757,-9.8637
"Bojun Education Company Limited","SEHK:1758",1758,43.0481
"Sino Gas Holdings Group Limited","SEHK:1759",1759,20.8447
"Superactive Group Company Limited","SEHK:176",176,-5.855
"BabyTree Group","SEHK:1761",1761,-3.0887
"Wanka Online Inc.","SEHK:1762",1762,18.2241
"TS Wonders Holding Limited","SEHK:1767",1767,10.8681
"Tianli Education International Holdings Limited","SEHK:1773",1773,47.7464
"GF Securities Co., Ltd.","SEHK:1776",1776,11.2615
"Colour Life Services Group Co., Limited","SEHK:1778",1778,8.7485
"Sa Sa International Holdings Limited","SEHK:178",178,-8.5216
"B & D Strategic Holdings Limited","SEHK:1780",1780,16.8157
"Sun Cheong Creative Development Holdings Limited","SEHK:1781",1781,-0.2992
"Vixtel Technologies Holdings Limited","SEHK:1782",1782,24.5636
"TIL Enviro Limited","SEHK:1790",1790,3.9197
"CMON Limited","SEHK:1792",1792,-83.9336
"Yadong Group Holdings Limited","SEHK:1795",1795,
"Yield Go Holdings Ltd.","SEHK:1796",1796,-7.2773
"Koolearn Technology Holding Limited","SEHK:1797",1797,-13.0846
"Kader Holdings Company Limited","SEHK:180",180,-5.5561
"Innovent Biologics, Inc.","SEHK:1801",1801,-60.0693
"Wenye Group Holdings Limited","SEHK:1802",1802,289.8869
"Beijing Sports and Entertainment Industry Group Limited","SEHK:1803",1803,-5.9995
"Huifu Payment Limited","SEHK:1806",1806,-630.3532
"Enterprise Development Holdings Limited","SEHK:1808",1808,-1.3532
"Fujian Holdings Limited","SEHK:181",181,30.3523
"Xiaomi Corporation","SEHK:1810",1810,38.1442
"CGN New Energy Holdings Co., Ltd.","SEHK:1811",1811,8.6069
"CSMall Group Limited","SEHK:1815",1815,-11.6398
"Mulsanne Group Holding Limited","SEHK:1817",1817,-364.965
"ESR Cayman Limited","SEHK:1821",1821,31.4676
"China Wood International Holding Co., Limited","SEHK:1822",1822,-0.0651
"Huayu Expressway Group Limited","SEHK:1823",1823,8.87
"Sterling Group Holdings Limited","SEHK:1825",1825,-1.1483
"Steering Holdings Limited","SEHK:1826",1826,-1.2934
"Miricor Enterprises Holdings Limited","SEHK:1827",1827,-81.5543
"Winfull Group Holdings Limited","SEHK:183",183,-1.8282
"ShiFang Holding Limited","SEHK:1831",1831,-0.885
"Ping An Healthcare and Technology Company Limited","SEHK:1833",1833,-112.9779
"Shanghai Realway Capital Assets Management Co., Ltd.","SEHK:1835",1835,-67.0581
"Natural Food International Holding Limited","SEHK:1837",1837,-39.5161
"China Properties Group Limited","SEHK:1838",1838,-0.3849
"A.Plus Group Holdings Limited","SEHK:1841",1841,6.3013
"Grown Up Group Investment Holdings Limited","SEHK:1842",1842,-20.0155
"Snack Empire Holdings Limited","SEHK:1843",1843,10.0502
"Weigang Environmental Technology Holding Group Limited","SEHK:1845",1845,7.4444
"EuroEyes International Eye Clinic Limited","SEHK:1846",1846,295.9891
"China Aircraft Leasing Group Holdings Limited","SEHK:1848",1848,5.7034
"AM Group Holdings Limited","SEHK:1849",1849,39.1734
"WINDMILL Group Limited","SEHK:1850",1850,-23.2867
"China Gingko Education Group Company Limited","SEHK:1851",1851,20.1954
"Goal Forward Holdings Limited","SEHK:1854",1854,-36.2047
"Zonbong Landscape Environmental Limited","SEHK:1855",1855,9.1325
"Ernest Borel Holdings Limited","SEHK:1856",1856,-15.5971
"China Everbright Water Limited","SEHK:1857",1857,4.7042
"Beijing Chunlizhengda Medical Instruments Co., Ltd.","SEHK:1858",1858,22.7347
"China Bright Culture Group","SEHK:1859",1859,10.6014
"Nimble Holdings Company Limited","SEHK:186",186,-29.9082
"Mobvista Inc.","SEHK:1860",1860,54.1654
"Precious Dragon Technology Holdings Limited","SEHK:1861",1861,15.6959
"Pipeline Engineering Holdings Limited","SEHK:1865",1865,-100.7406
"LKS Holding Group Limited","SEHK:1867",1867,-39.5161
"Neo-Neon Holdings Limited","SEHK:1868",1868,-6.6926
"Li Bao Ge Group Limited","SEHK:1869",1869,-4.2836
"Beijing Jingcheng Machinery Electric Company Limited","SEHK:187",187,-17.1641
"Acme International Holdings Limited","SEHK:1870",1870,-12.1011
"China Oriented International Holdings Limited","SEHK:1871",1871,20.0171
"Guan Chao Holdings Limited","SEHK:1872",1872,13.7243
"TOT BIOPHARM International Company Limited","SEHK:1875",1875,-6.424
"Budweiser Brewing Company APAC Limited","SEHK:1876",1876,74.0072
"Shanghai Junshi Biosciences Co., Ltd.","SEHK:1877",1877,-58.3341
"SouthGobi Resources Ltd.","SEHK:1878",1878,-8.7411
"eprint Group Limited","SEHK:1884",1884,44.8339
"China Wood Optimization (Holding) Limited","SEHK:1885",1885,22.461
"Sanai Health Industry Group Company Limited","SEHK:1889",1889,
"Heng Hup Holdings Limited","SEHK:1891",1891,231.691
"Hang Yick Holdings Company Limited","SEHK:1894",1894,103.6353
"Maoyan Entertainment","SEHK:1896",1896,-60.5414
"China ITS (Holdings) Co., Ltd.","SEHK:1900",1900,-19.0372
"Feiyang International Holdings Group Limited","SEHK:1901",1901,-194.8554
"JBB Builders International Limited","SEHK:1903",1903,94.2715
"Bonny International Holding Limited","SEHK:1906",1906,38.3795
"Fire Rock Holdings Limited","SEHK:1909",1909,13.0657
"Lai Sun Garment (International) Limited","SEHK:191",191,-1.1423
"Samsonite International S.A.","SEHK:1910",1910,-2.6436
"China Renaissance Holdings Limited","SEHK:1911",1911,24.2946
"Contel Technology Company Limited","SEHK:1912",1912,7.9553
"Prada S.p.A.","SEHK:1913",1913,-156.8488
"Doumob","SEHK:1917",1917,-7.3408
"COSCO SHIPPING Holdings Co., Ltd.","SEHK:1919",1919,14.9109
"Hands Form Holdings Limited","SEHK:1920",1920,20.1854
"Kwung's Holdings Limited","SEHK:1925",1925,17.9947
"Capital Estate Limited","SEHK:193",193,-2.6683
"CPM Group Limited","SEHK:1932",1932,-571.7762
"OneForce Holdings Limited","SEHK:1933",1933,-2.6136
"JH Educational Technology INC.","SEHK:1935",1935,25.4212
"Ritamix Global Limited","SEHK:1936",1936,13.1013
"JiaChen Holding Group Limited","SEHK:1937",1937,5.0053
"Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Limited","SEHK:1938",1938,-2.1047
"China Gas Industry Investment Holdings Co. Ltd.","SEHK:1940",1940,36.2506
"Ye Xing Group Holdings Limited","SEHK:1941",1941,6.2007
"MOG Holdings Limited","SEHK:1942",1942,23.0309
"Silver Tide Holdings Limited","SEHK:1943",1943,-65.8842
"Zero2IPO Holdings Inc.","SEHK:1945",1945,59.0747
"Platt Nera International Limited","SEHK:1949",1949,-4.9787
"Greentech Technology International Limited","SEHK:195",195,-5.9123
"Sunlight Technology Holdings Limited","SEHK:1950",1950,44.2299
"Everest Medicines Limited","SEHK:1952",1952,-2030.7208
"Rimbaco Group Global Limited","SEHK:1953",1953,22.1632
"Hong Kong Johnson Holdings Co., Ltd.","SEHK:1955",1955,4.4524
"MBV International Limited","SEHK:1957",1957,17.1949
"Centenary United Holdings Limited","SEHK:1959",1959,12.0653
"Honghua Group Limited","SEHK:196",196,18.4752
"TBK & Sons Holdings Limited","SEHK:1960",1960,-417.5506
"Confidence Intelligence Holdings Limited","SEHK:1967",1967,171.6419
"China Chunlai Education Group Co., Ltd.","SEHK:1969",1969,9.7538
"Heng Tai Consumables Group Limited","SEHK:197",197,-0.5294
"Redsun Services Group Limited","SEHK:1971",1971,26.1719
"Analogue Holdings Limited","SEHK:1977",1977,9.1771
"LH Group Limited","SEHK:1978",1978,-14.2643
"Tian Ge Interactive Holdings Limited","SEHK:1980",1980,12.518
"Cathay Media and Education Group Inc.","SEHK:1981",1981,147.5921
"Beng Soon Machinery Holdings Limited","SEHK:1987",1987,-74.8117
"Ta Yang Group Holdings Limited","SEHK:1991",1991,-3.3953
"Fosun Tourism Group","SEHK:1992",1992,-15.7642
"Asiaray Media Group Limited","SEHK:1993",1993,-10.1332
"SIM Technology Group Limited","SEHK:2000",2000,-28.0723
"China Sunshine Paper Holdings Company Limited","SEHK:2002",2002,3.1307
"VCREDIT Holdings Limited","SEHK:2003",2003,-2.2903
"Phoenix Media Investment (Holdings) Limited","SEHK:2008",2008,-8.2439
"Magnificent Hotel Investments Limited","SEHK:201",201,-5.728
"China Apex Group Limited","SEHK:2011",2011,-19.4666
"Sunshine Oilsands Ltd.","SEHK:2012",2012,-0.5481
"Weimob Inc.","SEHK:2013",2013,-91.6853
"Ozner Water International Holding Limited","SEHK:2014",2014,-0.0671
"Chanhigh Holdings Limited","SEHK:2017",2017,6.9578
"Dexin China Holdings Company Limited","SEHK:2019",2019,5.2439
"EverChina Int'l Holdings Company Limited","SEHK:202",202,-4.1274
"Digital Hollywood Interactive Limited","SEHK:2022",2022,-10.1924
"China Ludao Technology Company Limited","SEHK:2023",2023,9.6828
"Ruifeng Power Group Company Limited","SEHK:2025",2025,26.8189
"Jolimark Holdings Limited","SEHK:2028",2028,-3.6758
"Time Watch Investments Limited","SEHK:2033",2033,12.0998
"FIH Mobile Limited","SEHK:2038",2038,-24.017
"China Investment Development Limited","SEHK:204",204,-8.9113
"SEEC Media Group Limited","SEHK:205",205,-0.7349
"51 Credit Card Inc.","SEHK:2051",2051,-0.8024
"ZTO Express (Cayman) Inc.","SEHK:2057",2057,35.1544
"CMIC Ocean En-Tech Holding Co., Ltd.","SEHK:206",206,17.6472
"Pujiang International Group Limited","SEHK:2060",2060,17.426
"Shengjing Bank Co., Ltd.","SEHK:2066",2066,10.1471
"PanAsialum Holdings Company Limited","SEHK:2078",2078,-1.0132
"AUX International Holdings Limited","SEHK:2080",2080,-12.2534
"Nature Home Holding Company Limited","SEHK:2083",2083,12.4715
"HNA Technology Investments Holdings Limited","SEHK:2086",2086,-35.0668
"Xiwang Property Holdings Company Limited","SEHK:2088",2088,-2.4719
"Winshine Science Company Limited","SEHK:209",209,-5.8972
"Simcere Pharmaceutical Group Limited","SEHK:2096",2096,25.2007
"Zall Smart Commerce Group Ltd.","SEHK:2098",2098,151.0613
"China Gold International Resources Corp. Ltd.","SEHK:2099",2099,19.6897
"Great China Properties Holdings Limited","SEHK:21",21,127.1918
"Daphne International Holdings Limited","SEHK:210",210,-0.4416
"Fulu Holdings Limited","SEHK:2101",2101,30.7147
"First Service Holding Limited","SEHK:2107",2107,
"K2 F&B Holdings Limited","SEHK:2108",2108,4.8687
"Yue Kan Holdings Limited","SEHK:2110",2110,11.6418
"CAA Resources Limited","SEHK:2112",2112,-0.1769
"Century Group International Holdings Limited","SEHK:2113",2113,-17.3363
"Channel Micron Holdings Company Limited","SEHK:2115",2115,14.4936
"Datang Group Holdings Limited","SEHK:2117",2117,
"Tian Shan Development (Holding) Limited","SEHK:2118",2118,-17.9931
"Wenzhou Kangning Hospital Co., Ltd.","SEHK:2120",2120,37.7895
"Kidsland International Holdings Limited","SEHK:2122",2122,-0.8746
"Strawbear Entertainment Group","SEHK:2125",2125,75.9446
"JW (Cayman) Therapeutics Co. Ltd","SEHK:2126",2126,-15.424
"Huisen Household International Group Limited","SEHK:2127",2127,11.0677
"Legion Consortium Limited","SEHK:2129",2129,
"CN Logistics International Holdings Limited","SEHK:2130",2130,121.6545
"Netjoy Holdings Limited","SEHK:2131",2131,61.0526
"Landrich Holding Limited","SEHK:2132",2132,5.7757
"Greenway Mining Group Limited","SEHK:2133",2133,-1.1848
"Raily Aesthetic Medicine International Holdings Limited","SEHK:2135",2135,-151.6218
"Lifestyle China Group Limited","SEHK:2136",2136,-8.9808
"Bank of Gansu Co., Ltd.","SEHK:2139",2139,44.6867
"Asia Orient Holdings Limited","SEHK:214",214,1.4974
"HBM Holdings Limited","SEHK:2142",2142,-11.2892
"Roiserv Lifestyle Services Co., Ltd.","SEHK:2146",2146,16.3265
"Vesync Co., Ltd","SEHK:2148",2148,109.1578
"Tat Hong Equipment Service Co., Ltd.","SEHK:2153",2153,19.0634
"C&D Property Management Group Co. Limited","SEHK:2156",2156,
"Yidu Tech Inc.","SEHK:2158",2158,-27.6887
"Mediwelcome Healthcare Management & Technology Inc.","SEHK:2159",2159,33.5343
"MicroPort CardioFlow Medtech Corporation","SEHK:2160",2160,
"JBM (Healthcare) Limited","SEHK:2161",2161,46.621
"Kaisa Prosperity Holdings Limited","SEHK:2168",2168,12.0143
"Canggang Railway Limited","SEHK:2169",2169,
"China Chengtong Development Group Limited","SEHK:217",217,23.9103
"Suzhou Basecare Medical Corporation Limited","SEHK:2170",2170,"N/A"
"Petro-king Oilfield Services Limited","SEHK:2178",2178,-1.8874
"Mabpharm Limited","SEHK:2181",2181,-26.5324
"Sansheng Holdings (Group) Co. Ltd.","SEHK:2183",2183,3.8532
"China Titans Energy Technology Group Co., Limited","SEHK:2188",2188,-5.3018
"Shun Ho Property Investments Limited","SEHK:219",219,-3.3086
"Man King Holdings Limited","SEHK:2193",2193,33.1228
"Mexan Limited","SEHK:22",22,-3.5829
"Brainhole Technology Limited","SEHK:2203",2203,-2.9644
"Universal Health International Group Holding Limited","SEHK:2211",2211,-0.2197
"Future Bright Mining Holdings Limited","SEHK:2212",2212,-6.3881
"Yi Hua Holdings Limited","SEHK:2213",2213,
"Yantai North Andre Juice Company Limited","SEHK:2218",2218,34.6358
"New Concepts Holdings Limited","SEHK:2221",2221,-0.4335
"NVC International Holdings Limited","SEHK:2222",2222,-2.217
"Casablanca Group Limited","SEHK:2223",2223,35.741
"Jinhai International Group Holdings Limited","SEHK:2225",2225,-1364.3762
"Solis Holdings Limited","SEHK:2227",2227,-4.4989
"Elife Holdings Limited","SEHK:223",223,-2.7351
"SMIT Holdings Limited","SEHK:2239",2239,19.673
"Pioneer Global Group Limited","SEHK:224",224,-38.897
"Haichang Ocean Park Holdings Ltd.","SEHK:2255",2255,-2.8571
"Fu Shek Financial Holdings Limited","SEHK:2263",2263,19.4403
"WuXi Biologics (Cayman) Inc.","SEHK:2269",2269,257.3502
"First Shanghai Investments Limited","SEHK:227",227,-12.2496
"Hailan Holdings Limited","SEHK:2278",2278,39.6712
"China Energy Development Holdings Limited","SEHK:228",228,-15.3928
"HC Group Inc.","SEHK:2280",2280,-2.9325
"Chen Xing Development Holdings Limited","SEHK:2286",2286,8.88
"Rykadan Capital Limited","SEHK:2288",2288,-13.2753
"Thing On Enterprise Limited","SEHK:2292",2292,-4.4489
"Huarchi Global Group Holdings Limited","SEHK:2296",2296,39.6686
"Cosmo Lady (China) Holdings Company Limited","SEHK:2298",2298,-1.4516
"Billion Industrial Holdings Limited","SEHK:2299",2299,11.99
"CNNC International Limited","SEHK:2302",2302,-3.7985
"EVOC Intelligent Technology Company Limited","SEHK:2308",2308,6.2023
"Birmingham Sports Holdings Limited","SEHK:2309",2309,-19.6234
"Ping An Securities Group (Holdings) Limited","SEHK:231",231,-0.0787
"Times Universal Group Holdings Limited","SEHK:2310",2310,-2.8678
"China Financial Leasing Group Limited","SEHK:2312",2312,-3.8742
"AVIC International Holding (HK) Limited","SEHK:232",232,-2.8992
"Hop Fung Group Holdings Limited","SEHK:2320",2320,-6.7608
"Hong Kong ChaoShang Group Limited","SEHK:2322",2322,-179.8397
"Renco Holdings Group Limited","SEHK:2323",2323,-0.7009
"Capital VC Limited","SEHK:2324",2324,-0.9111
"New Provenance Everlasting Holdings Limited","SEHK:2326",2326,-14.6214
"Meilleure Health International Industry Group Limited","SEHK:2327",2327,-114.0168
"China Uptown Group Company Limited","SEHK:2330",2330,8.6229
"Hailiang International Holdings Limited","SEHK:2336",2336,-30.0938
"BeijingWest Industries International Limited","SEHK:2339",2339,-4.9939
"New Century Group Hong Kong Limited","SEHK:234",234,-6.7541
"Synergis Holdings Limited","SEHK:2340",2340,7.1569
"Universal Star (Holdings) Limited","SEHK:2346",2346,2.2581
"China City Infrastructure Group Limited","SEHK:2349",2349,-2.1481
"China Strategic Holdings Limited","SEHK:235",235,-25.9854
"Baoye Group Company Limited","SEHK:2355",2355,2.2747
"Jiu Rong Holdings Limited","SEHK:2358",2358,29.9394
"San Miguel Brewery Hong Kong Limited","SEHK:236",236,18.3691
"Best Mart 360 Holdings Limited","SEHK:2360",2360,56.507
"Tongda Hong Tai Holdings Limited","SEHK:2363",2363,-0.8396
"SMI Culture & Travel Group Holdings Limited","SEHK:2366",2366,
"Coolpad Group Limited","SEHK:2369",2369,42.1841
"China Chuanglian Education Financial Group Limited","SEHK:2371",2371,-86.8499
"Zhongtian International Limited","SEHK:2379",2379,-54.0193
"Evergreen International Holdings Limited","SEHK:238",238,
"SMC Electric Limited","SEHK:2381",2381,5.8646
"TOM Group Limited","SEHK:2383",2383,-9.0583
"Beijing Enterprises Medical and Health Industry Group Limited","SEHK:2389",2389,-1.5561
"Yestar Healthcare Holdings Company Limited","SEHK:2393",2393,-3.9597
"Good Friend International Holdings Inc.","SEHK:2398",2398,-4.2483
"China Fordoo Holdings Limited","SEHK:2399",2399,-19.6718
"Burwill Holdings Limited","SEHK:24",24,
"XD Inc.","SEHK:2400",2400,90.2941
"Alibaba Health Information Technology Limited","SEHK:241",241,1111.4039
"QPL International Holdings Limited","SEHK:243",243,-1.1579
"The Sincere Company, Limited","SEHK:244",244,-2.2636
"Space Group Holdings Limited","SEHK:2448",2448,37.0359
"China Vered Financial Holding Corporation Limited","SEHK:245",245,-8.7305
"HKC International Holdings Limited","SEHK:248",248,-7.6318
"Launch Tech Company Limited","SEHK:2488",2488,-8.1709
"Sino-i Technology Limited","SEHK:250",250,14.5547
"Venus Medtech (Hangzhou) Inc.","SEHK:2500",2500,-105.4466
"Shun Ho Holdings Limited","SEHK:253",253,-1.7942
"Hua Medicine (Shanghai) Ltd.","SEHK:2552",2552,-10.6207
"Citychamp Watch & Jewellery Group Limited","SEHK:256",256,-45.2547
"Shinsun Holdings (Group) Co., Ltd.","SEHK:2599",2599,
"AVIC Joy Holdings (HK) Limited","SEHK:260",260,-0.3805
"Aluminum Corporation of China Limited","SEHK:2600",2600,267.065
"Sunshine 100 China Holdings Ltd","SEHK:2608",2608,1.8511
"GBA Holdings Limited","SEHK:261",261,-9.8842
"CStone Pharmaceuticals","SEHK:2616",2616,-5.3378
"Deson Development International Holdings Limited","SEHK:262",262,-2.548
"Add New Energy Investment Holdings Group Limited","SEHK:2623",2623,-17.9861
"GT Group Holdings Limited","SEHK:263",263,-0.0274
"China International Development Corporation Limited","SEHK:264",264,-26.8032
"Orient Victory Travel Group Company Limited","SEHK:265",265,-21.5837
"Zengame Technology Holding Limited","SEHK:2660",2660,5.0718
"MH Development Limited","SEHK:2662",2662,-51.7743
"KPa-BM Holdings Limited","SEHK:2663",2663,3.0675
"Pak Tak International Limited","SEHK:2668",2668,23.1358
"Kingdee International Software Group Company Limited","SEHK:268",268,2188.1923
"Innovax Holdings Limited","SEHK:2680",2680,-113.4438
"China Resources and Transportation Group Limited","SEHK:269",269,-0.0338
"Shanghai Henlius Biotech, Inc.","SEHK:2696",2696,-17.3506
"Xinming China Holdings Limited","SEHK:2699",2699,-0.73
"Green International Holdings Limited","SEHK:2700",2700,-1.5865
